id,catalog_number,attributes
2523623,IDG10/5-BTWH-45-88,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 45-88 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523624,IDG10/5-BTWH-5,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 5 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523625,IDG10/5-BTWH-6,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 6 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523626,IDG10/5-BTWH-7,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 7 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523627,IDG10/5-BTWH-8,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 8 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523628,IDG10/5-BTWH-89-132,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 89-132 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523629,IDG10/5-BTWH-9,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 9 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523614,IDG10/5-BTWH-0,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: O | Engraving direction: Engraved in horizontal | Engraving color: Black
1310863,IDG10/5-BTW,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: Without engraving | Engraving direction: Without engraving | Engraving color: Black
2523630,IDG10/5T-BTW,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x5 mm serie T | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: Without engraving | Engraving direction: Without engraving | Engraving color: Without engraving
2523631,IDG10/6-BTWH-0,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 0 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523632,IDG10/6-BTWH-1,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 1 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523633,IDG10/6-BTWH-10,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 10 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523634,IDG10/6-BTWH-1-18,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 1-18 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523635,IDG10/6-BTWH-1-36,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 1-36 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523636,IDG10/6-BTWH-19-36,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 19-36 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523637,IDG10/6-BTWH-2,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 2 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523638,IDG10/6-BTWH-3,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 3 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523639,IDG10/6-BTWH-37-72,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 37-72 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523640,IDG10/6-BTWH-4,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 4 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523641,IDG10/6-BTWH-5,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 5 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523642,IDG10/6-BTWH-6,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 6 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523643,IDG10/6-BTWH-7,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 7 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523644,IDG10/6-BTWH-73-108,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 73-108 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523645,IDG10/6-BTWH-8,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 8 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523646,IDG10/6-BTWH-9,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 9 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523647,IDG10/6T-BTW,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 10x6 mm serie T | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: Without engraving | Engraving direction: Without engraving | Engraving color: Without engraving
2523648,IDG6/5-BTWH-0,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 0 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523649,IDG6/5-BTWH-1,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 1 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523650,IDG6/5-BTWH-10,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 10 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523651,IDG6/5-BTWH-1-10,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 1-10 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523652,IDG6/5-BTWH-11-20,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 11-20 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523653,IDG6/5-BTWH-1-40,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 1-40 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523654,IDG6/5-BTWH-2,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 2 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523655,IDG6/5-BTWH-21-30,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 21-30 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523656,IDG6/5-BTWH-3,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 3 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523657,IDG6/5-BTWH-31-40,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 31-40 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523658,IDG6/5-BTWH-4,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 4 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523659,IDG6/5-BTWH-41-50,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 41-50 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523660,IDG6/5-BTWH-41-80,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 41-80 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523661,IDG6/5-BTWH-5,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 5 | Engraving direction: Engraved in horizontal | Engraving color: Black
2523662,IDG6/5-BTWH-6,Identifier type: Identification for group terminals IDG | Model of terminal identifier: WEG type-BTW | Identifier dimension: 6x5 mm | Identifier color: White | Material of terminal identifier: Polyamide PA6.6 | Engraving description: 6 | Engraving direction: Engraved in horizontal | Engraving color: Black
